"date","FCmean","FCH4mean"
20190101,NA,NA
20190102,NA,NA
20190103,NA,NA
20190104,NA,NA
20190105,NA,NA
20190106,NA,NA
20190107,NA,NA
20190108,NA,NA
20190109,NA,NA
20190110,NA,NA
20190111,NA,NA
20190112,NA,NA
20190113,NA,NA
20190114,NA,NA
20190115,NA,NA
20190116,NA,NA
20190117,NA,NA
20190118,NA,NA
20190119,NA,NA
20190120,NA,NA
20190121,NA,NA
20190122,NA,NA
20190123,NA,NA
20190124,NA,NA
20190125,NA,NA
20190126,NA,NA
20190127,NA,NA
20190128,NA,NA
20190129,NA,NA
20190130,NA,NA
20190131,NA,NA
20190201,NA,NA
20190202,NA,NA
20190203,NA,NA
20190204,NA,NA
20190205,NA,NA
20190206,NA,NA
20190207,NA,NA
20190208,NA,NA
20190209,NA,NA
20190210,NA,NA
20190211,NA,NA
20190212,NA,NA
20190213,NA,NA
20190214,NA,NA
20190215,NA,NA
20190216,NA,NA
20190217,NA,NA
20190218,NA,NA
20190219,NA,NA
20190220,NA,NA
20190221,NA,NA
20190222,NA,NA
20190223,NA,NA
20190224,NA,NA
20190225,NA,NA
20190226,NA,NA
20190227,NA,NA
20190228,NA,NA
20190301,NA,NA
20190302,NA,NA
20190303,NA,NA
20190304,NA,NA
20190305,NA,NA
20190306,NA,NA
20190307,NA,NA
20190308,NA,NA
20190309,NA,NA
20190310,NA,NA
20190311,NA,NA
20190312,NA,NA
20190313,NA,NA
20190314,NA,NA
20190315,NA,NA
20190316,NA,NA
20190317,NA,NA
20190318,NA,NA
20190319,NA,NA
20190320,NA,NA
20190321,NA,NA
20190322,NA,NA
20190323,NA,NA
20190324,NA,NA
20190325,NA,NA
20190326,NA,NA
20190327,NA,NA
20190328,NA,NA
20190329,NA,NA
20190330,NA,NA
20190331,NA,NA
20190401,NA,NA
20190402,NA,NA
20190403,NA,NA
20190404,NA,NA
20190405,NA,NA
20190406,NA,NA
20190407,NA,NA
20190408,NA,NA
20190409,NA,NA
20190410,NA,NA
20190411,NA,NA
20190412,NA,NA
20190413,NA,NA
20190414,NA,NA
20190415,NA,NA
20190416,NA,NA
20190417,NA,NA
20190418,NA,NA
20190419,NA,NA
20190420,NA,NA
20190421,NA,NA
20190422,NA,NA
20190423,NA,NA
20190424,NA,NA
20190425,NA,NA
20190426,NA,NA
20190427,NA,NA
20190428,NA,NA
20190429,NA,NA
20190430,NA,NA
20190501,NA,NA
20190502,NA,NA
20190503,NA,NA
20190504,NA,NA
20190505,NA,NA
20190506,NA,NA
20190507,NA,NA
20190508,NA,NA
20190509,NA,NA
20190510,NA,NA
20190511,NA,NA
20190512,NA,NA
20190513,NA,NA
20190514,NA,NA
20190515,NA,NA
20190516,NA,NA
20190517,NA,NA
20190518,NA,NA
20190519,NA,NA
20190520,NA,NA
20190521,NA,NA
20190522,NA,NA
20190523,NA,NA
20190524,NA,NA
20190525,NA,NA
20190526,NA,NA
20190527,NA,NA
20190528,NA,NA
20190529,NA,NA
20190530,NA,NA
20190531,NA,NA
20190601,NA,NA
20190602,NA,NA
20190603,NA,NA
20190604,NA,NA
20190605,NA,NA
20190606,NA,NA
20190607,NA,NA
20190608,NA,NA
20190609,NA,NA
20190610,NA,NA
20190611,NA,NA
20190612,NA,NA
20190613,NA,NA
20190614,NA,NA
20190615,NA,NA
20190616,NA,NA
20190617,NA,NA
20190618,NA,NA
20190619,NA,NA
20190620,NA,NA
20190621,NA,NA
20190622,NA,NA
20190623,NA,NA
20190624,NA,NA
20190625,NA,NA
20190626,NA,NA
20190627,NA,NA
20190628,NA,NA
20190629,NA,NA
20190630,NA,NA
20190701,NA,NA
20190702,NA,NA
20190703,NA,NA
20190704,NA,NA
20190705,NA,NA
20190706,NA,NA
20190707,NA,NA
20190708,NA,NA
20190709,NA,NA
20190710,NA,NA
20190711,NA,NA
20190712,NA,NA
20190713,NA,NA
20190714,NA,NA
20190715,NA,NA
20190716,NA,NA
20190717,NA,NA
20190718,NA,NA
20190719,NA,NA
20190720,NA,NA
20190721,NA,NA
20190722,NA,NA
20190723,NA,NA
20190724,NA,NA
20190725,NA,NA
20190726,NA,NA
20190727,NA,NA
20190728,NA,NA
20190729,NA,NA
20190730,NA,NA
20190731,NA,NA
20190801,NA,NA
20190802,NA,NA
20190803,NA,NA
20190804,NA,NA
20190805,NA,NA
20190806,NA,NA
20190807,NA,NA
20190808,NA,NA
20190809,NA,NA
20190810,NA,NA
20190811,NA,NA
20190812,NA,NA
20190813,NA,NA
20190814,NA,NA
20190815,NA,NA
20190816,NA,NA
20190817,NA,NA
20190818,NA,NA
20190819,NA,NA
20190820,NA,NA
20190821,NA,NA
20190822,NA,NA
20190823,NA,NA
20190824,NA,NA
20190825,NA,NA
20190826,NA,NA
20190827,NA,NA
20190828,NA,NA
20190829,NA,NA
20190830,NA,NA
20190831,NA,NA
20190901,NA,NA
20190902,NA,NA
20190903,NA,NA
20190904,NA,NA
20190905,NA,NA
20190906,NA,NA
20190907,NA,NA
20190908,NA,NA
20190909,NA,NA
20190910,NA,NA
20190911,NA,NA
20190912,NA,NA
20190913,NA,NA
20190914,NA,NA
20190915,NA,NA
20190916,NA,NA
20190917,NA,NA
20190918,NA,NA
20190919,NA,NA
20190920,NA,NA
20190921,NA,NA
20190922,NA,NA
20190923,NA,NA
20190924,NA,NA
20190925,NA,NA
20190926,NA,NA
20190927,NA,NA
20190928,NA,NA
20190929,NA,NA
20190930,NA,NA
20191001,NA,NA
20191002,NA,NA
20191003,NA,NA
20191004,NA,NA
20191005,NA,NA
20191006,NA,NA
20191007,NA,NA
20191008,NA,NA
20191009,NA,NA
20191010,NA,NA
20191011,NA,NA
20191012,NA,NA
20191013,NA,NA
20191014,NA,NA
20191015,NA,NA
20191016,NA,NA
20191017,NA,NA
20191018,NA,NA
20191019,NA,NA
20191020,NA,NA
20191021,NA,NA
20191022,NA,NA
20191023,NA,NA
20191024,NA,NA
20191025,NA,NA
20191026,NA,NA
20191027,NA,NA
20191028,NA,NA
20191029,NA,NA
20191030,NA,NA
20191031,NA,NA
20191101,NA,NA
20191102,NA,NA
20191103,NA,NA
20191104,NA,NA
20191105,NA,NA
20191106,NA,NA
20191107,NA,NA
20191108,NA,NA
20191109,NA,NA
20191110,NA,NA
20191111,NA,NA
20191112,NA,NA
20191113,NA,NA
20191114,NA,NA
20191115,NA,NA
20191116,NA,NA
20191117,NA,NA
20191118,NA,NA
20191119,NA,NA
20191120,NA,NA
20191121,NA,NA
20191122,NA,NA
20191123,NA,NA
20191124,NA,NA
20191125,NA,NA
20191126,NA,NA
20191127,NA,NA
20191128,NA,NA
20191129,NA,NA
20191130,NA,NA
20191201,NA,NA
20191202,NA,NA
20191203,NA,NA
20191204,NA,NA
20191205,NA,NA
20191206,NA,NA
20191207,NA,NA
20191208,NA,NA
20191209,NA,NA
20191210,NA,NA
20191211,NA,NA
20191212,NA,NA
20191213,NA,NA
20191214,NA,NA
20191215,NA,NA
20191216,NA,NA
20191217,NA,NA
20191218,NA,30.903175862069
20191219,-1.23321232222222,17.458859047619
20191220,-0.5219596,21.9166559555556
20191221,NA,NA
20191222,4.59060472727273,29.5120758064516
20191223,1.19952574166667,23.1858227111111
20191224,1.17347356521739,22.0698359767442
20191225,NA,NA
20191226,NA,NA
20191227,NA,NA
20191228,0.881579682926829,NA
20191229,0.953494850263158,NA
20191230,-0.0680648157894737,30.5332255263158
20191231,-0.616888648648649,23.0955222222222
20200101,NA,22.1089017857143
20200102,NA,NA
20200103,NA,NA
20200104,NA,NA
20200105,NA,NA
20200106,NA,NA
20200107,NA,NA
20200108,NA,NA
20200109,NA,NA
20200110,NA,NA
20200111,NA,NA
20200112,0.336407888888889,NA
20200113,0.874955069767442,NA
20200114,1.22384138297872,NA
20200115,-0.911331146341463,NA
20200116,0.767815708333333,NA
20200117,0.361121586956522,NA
20200118,0.297902958333333,NA
20200119,-0.135849065217391,NA
20200120,-1.38610542553191,35.0630764864865
20200121,-1.37704647916667,NA
20200122,-0.918460166666667,NA
20200123,0.184657942105263,NA
20200124,-0.802632085106383,NA
20200125,-1.52013972608696,NA
20200126,NA,NA
20200127,0.422105267391304,NA
20200128,-1.33073952173913,NA
20200129,-3.93453283783784,NA
20200130,NA,NA
20200131,NA,11.140765
20200201,-1.29165254347826,16.757
20200202,-0.62176870212766,10.9140982857143
20200203,-0.82988589375,NA
20200204,-0.287642875,NA
20200205,-1.11252923863636,NA
20200206,NA,NA
20200207,-0.758185674418605,24.8948355581395
20200208,-0.834520186046512,NA
20200209,-1.38528241463415,NA
20200210,-0.887543418604651,NA
20200211,0.386673853658537,NA
20200212,-9.12045152777778,NA
20200213,-3.12385092857143,NA
20200214,-2.12388641666667,NA
20200215,-1.3928534375,NA
20200216,NA,NA
20200217,-0.597542829545455,NA
20200218,-0.0912234523809524,NA
20200219,0.325084609756097,NA
20200220,NA,NA
20200221,-3.138964925,NA
20200222,-2.44539977708333,NA
20200223,-2.89762302222222,NA
20200224,-1.59205531282051,NA
20200225,3.04842882093023,NA
20200226,-2.32441087234043,NA
20200227,-2.8878369673913,NA
20200228,-2.18327061702128,NA
20200229,-2.1464485325,NA
20200301,-2.7212100212766,NA
20200302,-1.701389,NA
20200303,-2.16563995744681,NA
20200304,-1.14849558333333,NA
20200305,-1.07079319444444,NA
20200306,-2.823993375,6.70816739130435
20200307,-2.35825346808511,14.4685136136364
20200308,-3.27077934782609,13.1171616315789
20200309,-3.18810276086957,6.22691587878788
20200310,-1.4739141804878,14.3787236
20200311,-1.37733317391304,NA
20200312,-2.00756765416667,15.1540204583333
20200313,-2.36722619148936,9.11274296296296
20200314,-2.04782160465116,NA
20200315,-1.68053684090909,13.6099143
20200316,-1.87906082222222,18.2273871944444
20200317,-1.76568410416667,17.3676650810811
20200318,-2.223846875,NA
20200319,-2.81489835416667,NA
20200320,-2.0072806875,NA
20200321,NA,NA
20200322,-1.91154459574468,NA
20200323,-1.90260003125,NA
20200324,-2.94027514583333,NA
20200325,-2.80201446808511,NA
20200326,-2.20034736170213,NA
20200327,-3.07568979166667,NA
20200328,-2.62064497916667,NA
20200329,-2.11147185106383,NA
20200330,-2.86017804347826,NA
20200331,-2.42097021276596,NA
20200401,-3.02398784468085,NA
20200402,-3.88076954347826,NA
20200403,NA,NA
20200404,NA,NA
20200405,-2.02893268292683,NA
20200406,-4.49624693181818,NA
20200407,-3.3609499375,NA
20200408,-1.77506172916667,NA
20200409,-2.95175197916667,NA
20200410,-2.26743604166667,6.82483178571429
20200411,-2.76457510416667,NA
20200412,0.428815857142857,NA
20200413,-3.12687239130435,NA
20200414,-2.98103868888889,NA
20200415,-4.10439027708333,NA
20200416,-3.16678357446809,NA
20200417,-4.31940244444444,NA
20200418,NA,NA
20200419,-0.836273073170732,NA
20200420,-3.80715217391304,NA
20200421,-3.80483927659574,NA
20200422,-4.01725945833333,NA
20200423,-0.191891958139535,NA
20200424,-2.33181834042553,NA
20200425,-2.39868812765957,NA
20200426,-4.12671920930233,NA
20200427,-2.95864695652174,NA
20200428,-4.18424309090909,NA
20200429,NA,NA
20200430,-3.68218165957447,NA
20200501,-4.09115182222222,9.25632621428571
20200502,-4.27403386046512,NA
20200503,-3.29375259574468,NA
20200504,-3.189865625,10.924301
20200505,-2.56719121914894,NA
20200506,-2.81732165957447,NA
20200507,-2.84868014583333,NA
20200508,-4.28466963414634,NA
20200509,-0.955908416666667,NA
20200510,-4.4162813,NA
20200511,-2.65231395555556,NA
20200512,-3.91854633333333,NA
20200513,-3.57448658695652,NA
20200514,-3.38056785208333,NA
20200515,-9.44177861904762,NA
20200516,-3.22332876170213,NA
20200517,-2.30661342553192,NA
20200518,-2.19279786956522,NA
20200519,-2.33532813043478,NA
20200520,-1.92457264791667,NA
20200521,-2.57801285106383,NA
20200522,-2.29832433333333,NA
20200523,-2.400353125,NA
20200524,-2.18596811363636,NA
20200525,0.282115170212766,NA
20200526,NA,NA
20200527,NA,NA
20200528,NA,NA
20200529,NA,NA
20200530,NA,NA
20200531,NA,NA
20200601,NA,NA
20200602,NA,NA
20200603,NA,NA
20200604,NA,NA
20200605,NA,NA
20200606,NA,NA
20200607,NA,NA
20200608,NA,NA
20200609,NA,NA
20200610,NA,NA
20200611,NA,NA
20200612,NA,NA
20200613,NA,NA
20200614,NA,NA
20200615,NA,NA
20200616,NA,NA
20200617,NA,NA
20200618,NA,NA
20200619,NA,NA
20200620,NA,NA
20200621,NA,NA
20200622,NA,NA
20200623,NA,NA
20200624,NA,NA
20200625,NA,NA
20200626,NA,NA
20200627,NA,NA
20200628,NA,NA
20200629,NA,NA
20200630,NA,NA
20200701,NA,NA
20200702,NA,NA
20200703,NA,NA
20200704,NA,NA
20200705,NA,NA
20200706,NA,NA
20200707,NA,NA
20200708,NA,NA
20200709,NA,NA
20200710,NA,NA
20200711,NA,NA
20200712,-0.9079003375,NA
20200713,-0.304990909090909,NA
20200714,-1.95811395833333,NA
20200715,1.78834714285714,NA
20200716,0.0731084285714285,NA
20200717,-1.97309708510638,NA
20200718,-0.655922553191489,NA
20200719,2.45189445454545,NA
20200720,-2.4425814893617,NA
20200721,-3.11882645833333,NA
20200722,-1.76675436170213,NA
20200723,NA,NA
20200724,NA,NA
20200725,NA,NA
20200726,NA,NA
20200727,NA,NA
20200728,-5.38759236842105,NA
20200729,-2.47749441666667,NA
20200730,-3.07671736170213,NA
20200731,-3.26562639583333,NA
20200801,-3.66456397916667,NA
20200802,-4.30986795454545,NA
20200803,-4.91126116521739,NA
20200804,-3.76621936170213,NA
20200805,-4.06063443181818,NA
20200806,-2.38309460545455,NA
20200807,NA,NA
20200808,NA,NA
20200809,NA,NA
20200810,NA,NA
20200811,NA,NA
20200812,NA,NA
20200813,NA,NA
20200814,NA,NA
20200815,NA,NA
20200816,NA,NA
20200817,NA,NA
20200818,NA,NA
20200819,NA,NA
20200820,NA,NA
20200821,NA,NA
20200822,NA,NA
20200823,NA,NA
20200824,NA,NA
20200825,NA,NA
20200826,NA,NA
20200827,NA,NA
20200828,NA,NA
20200829,NA,NA
20200830,NA,NA
20200831,NA,NA
20200901,NA,NA
20200902,NA,NA
20200903,NA,NA
20200904,NA,NA
20200905,NA,NA
20200906,NA,NA
20200907,NA,NA
20200908,NA,NA
20200909,NA,NA
20200910,NA,NA
20200911,NA,NA
20200912,NA,NA
20200913,NA,NA
20200914,NA,NA
20200915,NA,NA
20200916,NA,NA
20200917,NA,NA
20200918,NA,NA
20200919,NA,NA
20200920,NA,NA
20200921,NA,NA
20200922,NA,NA
20200923,NA,NA
20200924,NA,NA
20200925,NA,NA
20200926,NA,NA
20200927,NA,NA
20200928,NA,NA
20200929,NA,NA
20200930,NA,NA
20201001,NA,NA
20201002,NA,NA
20201003,NA,NA
20201004,NA,NA
20201005,NA,NA
20201006,NA,NA
20201007,NA,NA
20201008,NA,NA
20201009,NA,NA
20201010,NA,NA
20201011,NA,NA
20201012,NA,NA
20201013,NA,NA
20201014,NA,NA
20201015,NA,NA
20201016,NA,NA
20201017,NA,NA
20201018,NA,NA
20201019,NA,NA
20201020,NA,NA
20201021,NA,NA
20201022,NA,NA
20201023,NA,NA
20201024,NA,NA
20201025,NA,NA
20201026,NA,NA
20201027,NA,NA
20201028,NA,NA
20201029,NA,NA
20201030,NA,NA
20201031,NA,NA
20201101,NA,NA
20201102,NA,NA
20201103,NA,NA
20201104,NA,NA
20201105,NA,NA
20201106,NA,NA
20201107,NA,NA
20201108,NA,NA
20201109,NA,NA
20201110,NA,NA
20201111,NA,NA
20201112,NA,NA
20201113,NA,NA
20201114,NA,NA
20201115,NA,NA
20201116,NA,NA
20201117,NA,NA
20201118,NA,NA
20201119,NA,NA
20201120,NA,NA
20201121,NA,NA
20201122,NA,NA
20201123,NA,NA
20201124,NA,NA
20201125,NA,NA
20201126,NA,NA
20201127,NA,NA
20201128,NA,NA
20201129,NA,NA
20201130,NA,NA
20201201,NA,NA
20201202,NA,NA
20201203,NA,NA
20201204,NA,NA
20201205,NA,NA
20201206,NA,NA
20201207,NA,NA
20201208,NA,NA
20201209,NA,NA
20201210,NA,NA
20201211,NA,NA
20201212,NA,NA
20201213,NA,NA
20201214,NA,NA
20201215,NA,NA
20201216,NA,NA
20201217,NA,NA
20201218,NA,NA
20201219,NA,NA
20201220,NA,NA
20201221,NA,NA
20201222,NA,NA
20201223,NA,NA
20201224,NA,NA
20201225,NA,NA
20201226,NA,NA
20201227,NA,NA
20201228,NA,NA
20201229,NA,NA
20201230,NA,NA
20201231,NA,NA
20210101,NA,NA
20210102,NA,NA
20210103,NA,NA
20210104,NA,NA
20210105,NA,NA
20210106,NA,NA
20210107,NA,NA
20210108,NA,NA
20210109,NA,NA
20210110,NA,NA
20210111,NA,NA
20210112,NA,NA
20210113,NA,NA
20210114,NA,NA
20210115,NA,NA
20210116,NA,NA
20210117,NA,NA
20210118,NA,NA
20210119,NA,NA
20210120,NA,NA
20210121,NA,NA
20210122,NA,NA
20210123,NA,NA
20210124,NA,NA
20210125,NA,NA
20210126,NA,NA
20210127,NA,NA
20210128,NA,NA
20210129,NA,NA
20210130,NA,NA
20210131,NA,NA
20210201,NA,NA
20210202,NA,NA
20210203,NA,NA
20210204,NA,NA
20210205,NA,NA
20210206,NA,NA
20210207,NA,NA
20210208,NA,NA
20210209,NA,NA
20210210,NA,NA
20210211,NA,NA
20210212,NA,NA
20210213,NA,NA
20210214,NA,NA
20210215,NA,NA
20210216,NA,NA
20210217,NA,NA
20210218,NA,NA
20210219,NA,NA
20210220,NA,NA
20210221,NA,NA
20210222,NA,NA
20210223,NA,NA
20210224,NA,NA
20210225,NA,NA
20210226,NA,NA
20210227,NA,NA
20210228,NA,NA
20210301,NA,NA
20210302,NA,NA
20210303,NA,NA
20210304,NA,NA
20210305,NA,NA
20210306,NA,NA
20210307,NA,NA
20210308,NA,NA
20210309,NA,NA
20210310,NA,NA
20210311,NA,NA
20210312,NA,NA
20210313,NA,NA
20210314,NA,NA
20210315,NA,NA
20210316,NA,NA
20210317,NA,NA
20210318,NA,NA
20210319,NA,NA
20210320,NA,NA
20210321,NA,NA
20210322,NA,NA
20210323,NA,NA
20210324,NA,NA
20210325,NA,NA
20210326,NA,NA
20210327,NA,NA
20210328,NA,NA
20210329,NA,NA
20210330,NA,NA
20210331,NA,NA
20210401,NA,NA
20210402,NA,NA
20210403,NA,NA
20210404,NA,NA
20210405,NA,NA
20210406,NA,NA
20210407,NA,NA
20210408,NA,NA
20210409,NA,NA
20210410,NA,NA
20210411,NA,NA
20210412,NA,NA
20210413,NA,NA
20210414,NA,NA
20210415,NA,NA
20210416,NA,NA
20210417,NA,NA
20210418,NA,NA
20210419,NA,NA
20210420,NA,NA
20210421,NA,NA
20210422,NA,NA
20210423,NA,NA
20210424,NA,NA
20210425,NA,NA
20210426,NA,NA
20210427,NA,NA
20210428,NA,NA
20210429,NA,NA
20210430,NA,NA
20210501,NA,NA
20210502,NA,NA
20210503,NA,NA
20210504,NA,NA
20210505,NA,NA
20210506,NA,NA
20210507,NA,NA
20210508,NA,NA
20210509,NA,NA
20210510,NA,NA
20210511,NA,NA
20210512,NA,NA
20210513,NA,NA
20210514,NA,NA
20210515,NA,NA
20210516,NA,NA
20210517,NA,NA
20210518,NA,NA
20210519,NA,NA
20210520,NA,NA
20210521,NA,NA
20210522,NA,NA
20210523,NA,NA
20210524,NA,NA
20210525,NA,NA
20210526,NA,NA
20210527,NA,NA
20210528,NA,NA
20210529,NA,NA
20210530,NA,NA
20210531,NA,NA
20210601,NA,NA
20210602,NA,NA
20210603,NA,NA
20210604,NA,NA
20210605,NA,NA
20210606,NA,NA
20210607,-4.19087775,NA
20210608,-3.88952138297872,94.1715535714286
20210609,-4.213717,60.5516038461538
20210610,-3.4471387125,NA
20210611,-3.49881856875,NA
20210612,-3.54146872916667,NA
20210613,-3.49583195121951,NA
20210614,-3.31230375,NA
20210615,-3.58873227659574,NA
20210616,-0.58197011627907,NA
20210617,-2.45888043478261,70.70394
20210618,NA,NA
20210619,-3.27640840909091,NA
20210620,NA,NA
20210621,0.946297547619048,NA
20210622,-1.4691545,NA
20210623,-2.33826091304348,140.723792
20210624,-2.41059829166667,96.166
20210625,-2.50329904761905,83.14004
20210626,-1.59701385106383,66.4631119047619
20210627,NA,64.0410670588235
20210628,-3.3770876744186,65.1052714285714
20210629,-1.83200071111111,84.5292536585366
20210630,-2.665377625,94.693135
20210701,NA,88.0675342105263
20210702,-2.80719413043478,139.942097619048
20210703,1.47828895121951,138.384310810811
20210704,-3.09567859574468,104.41879047619
20210705,1.90592619047619,115.0472
20210706,-3.52759441860465,102.688343902439
20210707,-2.32403808888889,100.190263888889
20210708,-2.20847489361702,92.2767956521739
20210709,-0.548218489361702,111.047052272727
20210710,-2.61713729166667,133.232777777778
20210711,-3.10233739130435,81.5700671428571
20210712,-3.03585369565217,107.755094871795
20210713,-4.16967476190476,104.231833333333
20210714,-2.19338167045455,137.950244117647
20210715,-2.61637627906977,113.553003225806
20210716,0.930498292682927,112.501917241379
20210717,-4.36387847826087,140.645446511628
20210718,-2.31537193488372,184.004797368421
20210719,-2.12085863636364,145.773564864865
20210720,-2.93542238095238,NA
20210721,-3.48785924,112.094338636364
20210722,-3.3436,127.659935555556
20210723,NA,146.833388
20210724,NA,NA
20210725,NA,NA
20210726,NA,NA
20210727,-4.0395097826087,143.786118604651
20210728,-2.22286859574468,166.062578571429
20210729,-3.57838968085106,163.837426956522
20210730,-3.84205877272727,209.706754761905
20210731,-3.00984496382979,173.801613333333
20210801,-3.11875915555556,153.445134782609
20210802,-2.43153153333333,158.088844186047
20210803,NA,126.322058064516
20210804,-3.21023590909091,112.460454761905
20210805,-4.68784742553192,92.9699302272727
20210806,NA,86.8678577419355
20210807,-3.49693539583333,98.4802717391304
20210808,-2.54532968085106,119.00070212766
20210809,-3.75257856521739,134.857110869565
20210810,-1.83636711111111,124.356964285714
20210811,-0.878608563043478,113.626773684211
20210812,-0.139806970243903,115.016603125
20210813,NA,101.219403333333
20210814,-1.77328186956522,NA
20210815,-2.46381966666667,NA
20210816,-4.05593873913043,NA
20210817,-3.979219375,NA
20210818,-3.044920625,NA
20210819,-3.26120720833333,NA
20210820,-3.51508104166667,NA
20210821,-3.74600320833333,NA
20210822,-3.32367979166667,NA
20210823,-3.54470434782609,NA
20210824,-3.33828831707317,NA
20210825,-3.09424051282051,NA
20210826,-3.39776229545455,NA
20210827,NA,NA
20210828,NA,NA
20210829,NA,NA
20210830,NA,NA
20210831,NA,NA
20210901,NA,NA
20210902,NA,NA
20210903,NA,NA
20210904,NA,NA
20210905,NA,NA
20210906,NA,NA
20210907,NA,NA
20210908,NA,NA
20210909,NA,NA
20210910,NA,NA
20210911,NA,NA
20210912,NA,NA
20210913,NA,NA
20210914,NA,NA
20210915,NA,NA
20210916,NA,NA
20210917,NA,NA
20210918,NA,NA
20210919,NA,NA
20210920,NA,NA
20210921,NA,NA
20210922,NA,NA
20210923,NA,NA
20210924,NA,NA
20210925,NA,NA
20210926,NA,NA
20210927,NA,NA
20210928,NA,NA
20210929,NA,NA
20210930,NA,NA
20211001,NA,NA
20211002,NA,NA
20211003,NA,NA
20211004,NA,NA
20211005,NA,NA
20211006,NA,NA
20211007,NA,NA
20211008,NA,NA
20211009,NA,NA
20211010,NA,NA
20211011,NA,NA
20211012,NA,NA
20211013,NA,NA
20211014,NA,NA
20211015,NA,NA
20211016,NA,NA
20211017,NA,NA
20211018,NA,NA
20211019,NA,NA
20211020,NA,NA
20211021,NA,NA
20211022,NA,NA
20211023,NA,NA
20211024,NA,NA
20211025,NA,NA
20211026,NA,NA
20211027,NA,NA
20211028,NA,NA
20211029,-1.00861633333333,201.926229166667
20211030,-2.63355112888889,132.536115777778
20211031,-2.39473618604651,37.6104021052632
20211101,-1.74963123,37.2263413235294
20211102,NA,NA
20211103,-1.01596341666667,NA
20211104,-1.65522972765957,NA
20211105,-0.621503340425532,NA
20211106,-1.85545283333333,NA
20211107,-1.94546851111111,NA
20211108,-1.50141982,NA
20211109,-1.73660073611111,NA
20211110,-1.0459236,NA
20211111,-1.51835311363636,NA
20211112,-0.971175639583333,NA
20211113,-1.12836495833333,NA
20211114,-1.85122693478261,NA
20211115,-1.71320404545455,NA
20211116,-1.10197241860465,NA
20211117,-0.509549717391304,NA
20211118,0.53298780952381,NA
20211119,-1.09807789583333,NA
20211120,-0.999174391304348,NA
20211121,-0.778540777777778,NA
20211122,1.43680676590909,NA
20211123,-0.612827833333333,NA
20211124,-0.750489936170213,NA
20211125,-0.459978122222222,NA
20211126,-0.763853510638298,NA
20211127,-0.698136173913044,NA
20211128,NA,NA
20211129,-1.40881416761905,NA
20211130,-1.30834486097561,NA
20211201,-1.03290918181818,NA
20211202,-0.606515368421053,NA
20211203,NA,37.3364440512821
20211204,1.05004637209302,31.6064088235294
20211205,0.171536520833333,39.8623632608696
20211206,0.893680886363636,44.401623902439
20211207,0.555398361702128,38.5203090909091
20211208,NA,34.5341068571429
20211209,1.21755086956522,55.5226066666667
20211210,1.21731742042553,36.6648895833333
20211211,1.14933610869565,27.1628857142857
20211212,-0.232650877777778,31.6739222222222
20211213,0.123118829787234,22.7333885714286
20211214,0.801876108695652,28.3684488095238
20211215,0.738871355555556,32.0126627906977
20211216,0.488935319148936,28.3083973333333
20211217,-0.635002638297872,NA
20211218,3.05187187179487,NA
20211219,1.68417802391304,26.1165728571429
20211220,NA,NA
20211221,1.27203254042553,29.9399026190476
20211222,-0.950502077272727,20.5139308695652
20211223,-1.11057736585366,25.883098974359
20211224,0.192671,NA
20211225,0.642426739130435,NA
20211226,0.668521437209302,NA
20211227,2.02303501914894,NA
20211228,0.764808246511628,NA
20211229,1.01800110638298,NA
20211230,1.46369283333333,NA
20211231,1.52370279791667,NA
20220101,0.965020255319149,NA
20220102,-0.325600965909091,NA
20220103,-0.883253636744186,NA
20220104,-0.382340159090909,NA
20220105,0.447027341666667,NA
20220106,-0.142999977777778,NA
20220107,-0.533608052916667,NA
20220108,0.343748936170213,NA
20220109,0.913909954545455,NA
20220110,0.141198825531915,NA
